Label t_t m_0 |Delta_a| |Delta_e| cos(Delta_i) Delta_Omega Delta_omega Delta_theta
0.0 -1.265489948528583 -1.1247957585250528 0.0724489094703032 0.6682974253397598 0.9045207123356561 -0.36974741492708196 -0.11125562244031029 0.8340473354485013
0.0 0.7764830078450308 1.6928137977638016 -0.49296982875033907 -0.979175256939689 -1.157692179056905 0.7414531829602525 -0.33389898468256946 -0.20090760872855026
0.0 1.213451470745188 0.06491695641592449 1.7884925324091416 1.7167391950432012 1.6291843373553885 -1.7770954747973824 1.7726278346232522 -0.13537064665710508
0.0 0.3406114798826534 -0.25401477393387367 1.0673014591925043 1.1991598971770865 1.2168829838128676 -1.1473672948946292 1.0044284354811495 -0.7178150752288885
0.0 -1.0702681938529672 -0.6326292394134945 -1.5043917721024342 -1.421458559450652 -1.3388838219735397 1.4835772019989308 -1.4979500760545348 0.9283410794625698
0.0 0.936706231973552 0.11116033907071432 1.529031469107893 1.5135544963057443 1.4570830696515207 -1.5420973796139188 1.5014450662742183 -0.29827477977704364
0.0 -0.4509989326119205 -1.017183494918266 -0.9172303676543984 -0.9584597499819286 -0.9448401714130091 0.9501886815024924 -0.8852380069683281 -1.772100399406614
0.0 0.30767939372418723 1.0202583578784785 0.7038627620354485 0.7529939821264485 0.7495741196172325 -0.737853353372541 0.6739643578164758 -0.12992559750271881
0.0 -0.5507007067607157 -0.6229369315959528 -0.45055649672276776 -0.3208913234588605 -0.25412470122629993 0.3921922327288247 -0.48067682790403127 0.0749405732777557
0.0 1.0044178731447928 0.7378996059153261 1.658763430313087 1.6473312167944638 1.588197706964229 -1.675602416949397 1.6271983275228386 -0.34416435432668874
0.0 0.7973788720657571 0.5262470023839437 1.2483735844327817 1.2208863140895887 1.168862566373286 -1.2516557603952547 1.2303912937035788 -0.15414335546399466
0.0 0.9961969587502416 0.29191994718142766 1.4994676342479152 1.4489460870373794 1.3794242365050393 -1.49470447285036 1.4832205372483473 -0.1487066575373579
0.0 -0.18421778453542556 0.9675508587501549 0.5976286551321486 0.8422288646403852 0.9205536642151484 -0.7273831856075847 0.5102134598752116 -0.8522163474483211
0.0 -0.7242242024488529 -0.5011869578822915 -0.7700549998358039 -0.6472694714349633 -0.5727781204902591 0.7194504195964392 -0.7913189062005582 0.24172144667914736
0.0 -0.4923789423458171 -0.6468659542701153 -0.4851221240925049 -0.39131406544751063 -0.3377726604598075 0.44505892450587964 -0.5035490017575451 0.22769185812175838
0.0 0.9717085187012555 0.48015341089318486 -0.2532759866431974 -0.7639448781274346 -0.9601082552221483 0.5106702080930937 -0.09179202111464467 -0.2319575748207652
0.0 0.5837350299249369 -0.27977249356361955 -0.4111077468134813 -0.787513942168251 -0.924727996906266 0.6038764795063413 -0.28733691332283884 -0.7065613061696545
0.0 1.0014542517295493 1.4714357821542006 1.4015228379589733 1.322270183434216 1.2444785987789164 -1.3811417503870222 1.3961301267335493 -0.004331182993261745
0.0 0.25233481873012664 0.6378461933369963 0.749470026514554 0.8360714012554693 0.8461498178236224 -0.8027137717931185 0.7071516028877575 -0.31294960134812294
0.0 0.09460568813151812 0.34075087937008874 -0.9651853842601429 -1.2678052052730309 -1.357327171330899 1.1287840147072614 -0.8522625686268127 2.161480656163784
0.0 0.743449347213084 0.7408872351229833 1.2442292379719408 1.2401897732896683 1.1976870247445108 -1.2591156965883088 1.2191656556648187 -0.24775041057689426
0.0 0.7540563826642064 -0.33339950045485844 -0.3662870618317484 -0.8082141621771047 -0.9731409113599218 0.5910306432972705 -0.22343138376193764 -0.4579718003084495
0.0 -1.686637537807617 -1.8732102725434787 -1.294042229841089 -0.8738219864311985 -0.663027553093372 1.1026389090127156 -1.395167834198596 2.1760697566207003
0.0 0.8042141775678716 0.9361771242530919 0.42435093835755866 0.17217654830582982 0.057314131302630904 -0.3047071533404178 0.4924808290716666 1.3280179395464338
0.0 1.0734457393193382 0.8622874477506866 -0.0994694624991464 -0.6151170704962287 -0.8183126644839357 0.35725106710928833 0.06028576109230309 -0.27152525285116913
0.0 1.245979091335697 1.5555750788252884 -0.14329507976429867 -0.749307428669729 -0.9872631833582947 0.4466100649600259 0.045014342496687496 0.10759864944751146
0.0 0.9537329534840283 0.09481231638171082 1.1450976103628396 1.0186286671926388 0.9303868513425384 -1.0977539475188713 1.1595606140290262 0.29021648367543507
0.0 -1.3941105599554195 -1.543148376562887 -1.791639924193496 -1.6384516940263754 -1.5183378504638707 1.7397881311926469 -1.8006063931282221 0.7708570673258265
0.0 -1.2190509542520103 -0.556867627634475 -1.2077689920890822 -0.9773128205576292 -0.8453513475608283 1.1095636107822175 -1.2527001159188733 0.09963361356462833
0.0 -1.1745912697993424 -0.627680569426126 -1.2634439317639001 -1.0682075453105095 -0.9485311275403533 1.1835093158356433 -1.296430289722441 0.28323814534644276
0.0 0.7764783845911625 0.2021344385324507 0.1822118868147194 -0.12243975265156919 -0.250365616452181 -0.03318324142390625 0.271503991339668 1.6267250478995565
0.0 0.02352035500842881 0.6596575915247405 -0.8677250740490648 -1.1117626915071446 -1.1810048295439237 1.0008674490073484 -0.7747730168539098 -0.9383232299284578
0.0 1.006503936274235 1.2267171015222118 1.5875493067469029 1.5560180048094694 1.4911906627626148 -1.59342602818686 1.5636344551243309 -0.24717213079577038
0.0 -0.6494263694125725 -0.28322105311996376 -0.4326692192796971 -0.25322966411441444 -0.16711763000203972 0.349309324638454 -0.47838551207414254 -0.13064975269445747
0.0 -0.7418024343361203 -0.5885240458830725 0.38771745183251743 0.8298259754289458 0.9941257265955872 -0.6128422569699132 0.24435334535231795 1.2536926222841214
0.0 -0.7551755077322685 -0.838478949062318 -0.8310485549342376 -0.7105670043456895 -0.634998603004714 0.7824179694902414 -0.8503188702579473 -2.495266094253022
0.0 -2.050328170721419 -1.5783373215685703 -1.9782037777909591 -1.576306917185439 -1.3504519851420538 1.8052028304535521 -2.0592665084716426 -0.1822832908373809
0.0 0.7118469255991501 1.5174656198809338 1.0833352650554826 1.05042586155403 1.001669725852026 -1.081679977163444 1.0704990417900568 -0.04764525452014766
0.0 1.13333434003215 0.9847410184913338 1.5469984093589768 1.4467983223401306 1.3558256644642248 -1.5181755865092115 1.5449352679737387 0.039888459752978236
0.0 0.09558633939681073 0.5803464627731136 0.8781911636273239 1.070795878082093 1.1190656369353003 -0.9858981350900313 0.800742848943063 -0.8476390632980733
0.0 1.1563356273904783 1.2292310711757388 -0.09311314813908884 -0.644803790153163 -0.862644757978253 0.3687325954811549 0.07752743545995268 -0.12702895192172983
0.0 -0.5774256158145988 -0.44167530185907605 -0.674827746385929 -0.5932956881142546 -0.5384484543331771 0.6434453784440829 -0.6854916761806042 0.35371925269226506
0.0 -1.8763944834798127 -1.756201808035104 -0.6812468217100918 -0.009825321734443669 0.28145054234157857 0.35660032946865056 -0.8721263789468098 0.778263393237837
0.0 -1.2894225281734306 -1.0449870307674578 -1.6686032981040915 -1.530011551076404 -1.4197690993443965 1.622339616536865 -1.6757076388277832 0.7838136449661701
0.0 0.7996871691932758 1.5581518384373887 -0.3443874586606403 -0.8012084507886026 -0.9728182188634595 0.5762403803994853 -0.19744103725312712 -0.40815204506174246
0.0 -0.5334868825165697 -0.47738612648201545 -0.9333789301308206 -0.9413813978708754 -0.9139239171159611 0.950032818329988 -0.9112039524600598 -1.9006094745220172
0.0 1.070561748957186 1.8964593852551 1.132915755576842 0.9499615113786105 0.839509973111563 -1.057316606509152 1.1649059139425058 -2.2621851967990287
0.0 1.181833994964433 1.8856070695789566 0.23830995639803276 -0.23587654060193272 -0.4335376889734973 -0.005733592325797795 0.37824951507912125 -0.5194334329911233
0.0 1.1741781743044024 1.406542677701465 -0.020135231804856178 -0.5603290133610493 -0.775954412902151 0.2890463467120485 0.14544783036051936 -0.19520474338126556
0.0 -1.7010045228410133 -1.5047542067364514 -2.069837073714458 -1.8516792505971962 -1.6964433756832482 1.989453600311535 -2.0927870867285367 0.5728576355671576
0.0 0.8732018725484239 0.6001343253411053 1.2972619802827159 1.2483868689286477 1.1861901248559472 -1.2905718612398536 1.2847854275700052 -0.08863620897942924
0.0 -0.13863884418397796 0.3018694481041112 -0.09733336524404348 -0.06036255657229803 -0.042310368819403935 0.08026950856410182 -0.10657944289528518 0.36129489645881896
0.0 0.6773014537005281 0.5158954323081529 1.1877196756016508 1.1986122677115798 1.1639485078097713 -1.2092644980935434 1.1592852386390993 -0.2815691695631478
0.0 -0.5367914748583301 -0.8599430891642303 0.5057313268650869 0.8862007040790939 1.0219394291159045 -0.7018055616534121 0.37871822332594857 1.4229515380859283
0.0 -0.5469981061547646 -0.2677671674977153 -1.0385449382353285 -1.0686721335325244 -1.0466330871176264 1.0676294681509102 -1.00738277123255 1.0609612159903092
0.0 -1.8522230744011339 -1.4413789803324983 -0.1544606020466002 0.6476011792288867 0.9738434858328552 -0.24230632180525796 -0.39641618881655943 0.1068230133913371
0.0 -1.631535919009617 -1.680810166955776 -0.1690768683748012 0.528542718091837 0.813458039888763 -0.1755526095447585 -0.3787916243550349 0.5491668973900624
0.0 0.641415378076555 1.2406233051404525 -0.025298814185601638 -0.3242341805583615 -0.44306389605660407 0.17430253188461572 0.06663165519641244 -1.1478083246080308
0.0 -2.1097569405887477 -2.0557042214948944 -0.612004370560532 0.18432089238013047 0.5233272961156553 0.22430315511285298 -0.8425352310899011 0.2843387925387893
1.0 1.1629557793889103 1.3625569635479242 -0.11233584456970945 -0.6722104975646752 -0.8926986873015992 0.39228621927617563 0.06121318431778443 -0.08764812683564674
0.0 -0.4816584910065048 -0.9977062127489003 0.09553516021754643 0.3405953061423874 0.4356280685248313 -0.21870053133139888 0.01859181888369765 -0.5410478273141993
0.0 0.8971824415927734 0.755326623405908 1.165732773168767 1.0705684169129608 0.9941781738056829 -1.134237045138664 1.1701886367048266 0.15608470809416464
0.0 0.739185629169186 0.06366822788431624 0.16818638098029398 -0.1232516142465704 -0.24542563616781624 -0.025538420816440685 0.2537350461737477 1.5796489233248627
0.0 0.3126229059097505 0.40132808630067085 0.883456876409823 0.97862817706772 0.9877242132544902 -0.9427818331096837 0.8356863044363422 -0.4420961581423079
