Label t_t m_0 |Delta_a| |Delta_e| cos(Delta_i) Delta_Omega Delta_omega Delta_theta
1.0 -1.4592112721868287 -1.2866022066600684 -0.038558504926121756 0.6120620163086038 0.8741031124869194 -0.2844898384669366 -0.23684531018495253 0.6228611282162059
1.0 0.883210270561217 1.0119647229335687 -0.2577508303315769 -0.7269724443115682 -0.9066903783432805 0.4945524683720274 -0.10879036670540036 -0.4102077227966042
1.0 1.2939015511494611 0.16800381331635506 -0.005431410149724184 -0.592976606384959 -0.8282820225511398 0.2977001358568144 0.17447199445651035 -0.019249701551084807
1.0 0.9959471288265 2.0946365986922637 1.1592980057521027 1.0192417743572582 0.9255768142145685 -1.1051624906870057 1.1779682195056 0.307020150226177
1.0 0.9743973070180711 1.096961821191712 1.4959108580676994 1.4559377993902491 1.3914325145422044 -1.496053813085102 1.4769323972258805 -0.22426694314918516
1.0 0.8943726745316666 0.3883100510230445 -0.19570172662589183 -0.6533300956520115 -0.8304033757589953 0.42590734234666444 -0.051583389925840446 -0.4860802044505852
1.0 -0.7122813030975139 -0.5646128880811319 0.39839564366771074 0.8279316245953521 0.9871998563998494 -0.6173434324535941 0.2586446873716584 1.2510719479388948
1.0 1.147059055620308 1.3421774430564997 1.735261521041644 1.6813032892548974 1.6034104362276977 -1.7316530413819458 1.7155688102160505 -0.22604290202580224
1.0 0.20541595128284743 1.0069318258995485 0.7844589880038743 0.9019040671651238 0.9235868559303855 -0.8533660826220859 0.7321537871790537 -0.49557504170653643
1.0 0.07542153105433083 0.023156717494598703 -0.17646999544966474 -0.25798452637534663 -0.28489506684919147 0.21937051965276178 -0.1478445540514171 0.8059826514432096
1.0 0.10298393072005155 0.2916695862157425 0.6129472720230188 0.7307691010033324 0.7581703771716108 -0.6797461082659287 0.5641051611837264 2.3964450323660573
1.0 -0.7563176020650008 -1.1773178904401442 0.027574132488805667 0.37755584940396225 0.5169797756421423 -0.20199494061575393 -0.0800963409358392 1.815485939973454
1.0 0.27416051214455256 0.44777001308433967 0.9636470013153322 1.0980342201820001 1.120684595994621 -1.0433780761647231 0.9024189489546108 -0.6954265690996284
1.0 -1.2656559430786056 -0.5301549035062421 -1.2760783690226813 -1.0451895786433583 -0.911319264377096 1.1783333714542679 -1.3201070683498681 0.1227569014597237
1.0 0.7377568128472838 1.0660249510362056 -0.39659675792801086 -0.8371894826597265 -1.0009460872284455 0.6210191734039391 -0.2534999481507474 -0.45453464932730187
1.0 -0.5482750275797016 -0.4185189157581111 -0.6564335487175391 -0.58422406710576 -0.5339896829930626 0.6293086905982616 -0.6648341342655947 0.35499738944012993
1.0 1.0044363372404688 0.8738862098119012 1.1769739308843337 1.03781532094708 0.9439357052754344 -1.1235214036185692 1.1950006841581853 0.29437250829364625
1.0 0.9960454916628705 0.21452311891739226 1.5688647169006176 1.538661273711306 1.475696875196108 -1.5748427287037976 1.545374649013551 -0.2821630355663679
1.0 -0.8850370196726945 -0.7520351556408776 0.21329718061535907 0.6714181753886131 0.8481491404496676 -0.443983298516847 0.06866099730737349 1.272943790382047
1.0 -0.780524972751431 -0.7401313522297214 0.4276068095026728 0.8958926624295189 1.0697380029551036 -0.6662165344778961 0.2753888491783754 1.0581888464614442
1.0 1.1993802463462215 1.4201996115770932 -0.006495289550662001 -0.5515114195635319 -0.7697313418403107 0.2776278391261636 0.16041633068542765 -0.19154859075263514
1.0 1.2494168724583175 0.3361037172453003 1.7213986819981704 1.6173565217961987 1.5198512104070654 -1.6926970788963533 1.717320988195614 -0.019329477499757743
1.0 -0.7146408009275351 -0.0827677366453118 -1.3013351472223817 -1.3268121374413195 -1.2949248784615877 1.3314231798093277 -1.266388413294331 1.2299485617093682
1.0 1.1060932909527033 1.1121236134808703 -0.09401185855101388 -0.6202555355453644 -0.8281228594646907 0.3569799325350094 0.06898127116294808 -0.2416438463544615
1.0 -1.3382644384766051 -0.47562187732179234 0.1619282365250497 0.8115602565543552 1.0666942716263084 -0.487168424225303 -0.04023898891876733 0.48944436893255383
1.0 0.8584418895277618 1.4186719668931194 0.21243168665035944 -0.11940865654680749 -0.2592449437771346 -0.050245274676703276 0.30954343387231675 -1.073540043033344
1.0 0.7329152292105011 1.105866648581264 1.048303803938915 0.9976083374950978 0.9433527216256179 -1.0371232751304753 1.0419451987119153 0.013488663170467806
1.0 0.7653682740540325 0.08422725438199356 0.18045876666823238 -0.11780195347564273 -0.24314356843405907 -0.03454411677303414 0.2679621562174283 1.5756161604831322
1.0 -0.8766620177470041 -1.2533309434608435 -0.8533920336063607 -0.685284905379092 -0.590239391734909 0.781211900622302 -0.88702822996354 0.08563700030077466
1.0 -0.2802886877982696 -0.5467009991454677 -0.948426867151331 -1.0759543053471363 -1.0963723750216512 1.0245427439291477 -0.889615474747821 -1.3808226117448734
1.0 0.7509086322421088 0.9062302770897009 -0.21335840300592138 -0.6107407985271079 -0.7630889469186268 0.4138390177920137 -0.08730707444607233 -0.7284371617080654
1.0 -1.232991100464762 -0.5929020222909303 -1.3408893264893442 -1.1421869176872776 -1.0191303200344244 1.2600186261760762 -1.3737167287564749 0.30148587017659667
1.0 0.8113679256343431 1.5891010868712236 0.25328885727937106 -0.046265759010251206 -0.1744830250553314 -0.1077055306669724 0.33966865960273085 1.5629594250165828
1.0 -1.6861745502143328 -1.4548141610463288 -0.2334495271245403 0.46768236483765324 0.7562896280136415 -0.11211042107905059 -0.44312675597787193 0.5118709500257271
1.0 1.1250618127255858 1.4189677237938714 -0.1476157769541498 -0.6968347953935459 -0.9121832934402514 0.4227273449547519 0.023526224187787808 -0.1287850515885988
1.0 -1.6263406694875786 -1.3436536755628463 -1.6806830755338968 -1.39498383552306 -1.2260795947067875 1.5610954145454556 -1.7330423200675715 0.14934277028135318
1.0 0.9825777900561857 0.985021489302559 1.363591376505807 1.2844081325249803 1.2084957740235223 -1.342463403853759 1.3593719954605321 -0.024038729380863173
1.0 -0.7792625795860824 -0.7490314237375203 -0.7721229182248311 -0.6263273899638419 -0.5428534539741233 0.7099509559522552 -0.8006272886631259 0.12586770691972113
1.0 1.0229653127701521 0.7131266575270205 -0.08796225736954746 -0.5749288883035353 -0.7672446628430257 0.33131623266135807 0.06288578830135567 -0.4046126185714599
1.0 0.8330914049150346 -0.09405593732503006 0.22999507534161698 -0.08564975275231625 -0.21956295748281723 -0.07609804498386602 0.3217845280567584 1.630664488925731
1.0 -1.7788470002069185 -1.5636341558716762 -1.4726862792686983 -1.0620966064423043 -0.8498288259438597 1.288204563883789 -1.5676018640370482 2.2984996254985584
1.0 -0.11047738184779447 0.3212041703603414 -0.08313282448643751 -0.05539749220187384 -0.04153713148224077 0.07045228379609669 -0.08988543351935051 0.36254021445342705
1.0 -0.7256242305227788 -0.813283075557198 -0.8115199107763746 -0.7005917403215467 -0.6298226142884118 0.7672153855221657 -0.8285328361303229 -2.481645752668849
1.0 -0.9225229353904274 -1.2155638282906478 -0.8761700048723489 -0.6934015557557097 -0.591742681668243 0.7970034266833497 -0.9138173610865252 0.041238980194019774
1.0 -2.1226523696481303 -1.9463643812224154 -1.8809678726192756 -1.4242000424690326 -1.1802379351914492 1.6789856851542035 -1.9814957758185803 -0.46199018685817744
1.0 0.6416497285325834 0.6451662577894038 -0.40220303753859826 -0.8007672436815682 -0.9474912009709274 0.6057990062737264 -0.2718500729077947 -0.6275478770255118
1.0 -1.4104179988442453 -0.7398190116567507 -1.4050884766172373 -1.1432447606975824 -0.9927985963140601 1.293675827737593 -1.455897804398004 0.08481152382522417
1.0 -1.7445727547525505 -1.5712842456382081 -0.4648423116867182 0.2006530615529613 0.48248574516355786 0.1401021062963321 -0.6587869678228657 0.71736637937573
1.0 0.4854788059506057 1.2559882194517706 0.9071912183687794 0.9307107930173505 0.910773864207017 -0.9310303200143771 0.881066770885689 -0.19657334365430199
1.0 0.8025769630624178 0.22198177779008282 0.19438242188490204 -0.11699634774169579 -0.24804685235133664 -0.042130302907475305 0.28560944599536264 1.6224883446714622
1.0 0.4533611685092982 1.3640066608326007 -0.45779725544416755 -0.7859913303852444 -0.9027051903391353 0.6271410936249354 -0.34781780082940417 -0.891393616920922
1.0 -0.7031251188208192 -0.7523856852947144 0.5145984020668023 0.9711671901911677 1.1374910148418291 -0.7485453892157131 0.36415092619897454 -1.7331465177801637
1.0 -1.8512691277906905 -1.9371888217217275 -1.4884821618649495 -1.0493264786859886 -0.8250947844130382 1.2900055130466477 -1.591809439527981 2.1941601164685096
1.0 1.2251808347103543 1.6942650791980414 1.6672836451219535 1.5596990256211676 1.462535091335884 -1.6360960115862029 1.6654190025738647 0.008600806247007587
1.0 -0.5932637650991553 -0.39650188023074495 -0.6853553842929189 -0.6005282075774343 -0.5443009089664063 0.6523426451660914 -0.6970135958889089 0.32002534549930495
1.0 -0.7336737869168309 -0.6288730947691615 -1.5801324324192656 -1.6717967391950035 -1.6574671035188364 1.6468681254469675 -1.5191154906221371 1.638083579274784
1.0 1.216371219625582 0.8316189955283434 -0.0845924475726633 -0.6582603178357783 -0.8854464521326753 0.3710192840547736 0.09271607322570662 -0.05181609487651195
1.0 -0.4324124984182527 -0.2845354800296173 0.4572047861219248 0.775750933392236 0.8886377744277558 -0.6217426160733303 0.3501899710613755 1.6812895593882575
1.0 -1.4044663973787925 -0.7484386522254387 -0.027544482502133 0.6012340552129825 0.8541653879288198 -0.28478889608478025 -0.2193773889199486 0.7088179364540919
1.0 -0.19215036037138927 -0.2630130565023572 -0.47007296572113 -0.50916895398383 -0.5095810553919872 0.4958078096848242 -0.4483020292497112 -2.060691547075437
1.0 -1.0530949399037146 -0.7892324384640282 -1.2373262103167257 -1.0923211978879792 -0.994138404011014 1.181773964077688 -1.2558828026873599 0.45018624711772065
1.0 -0.9585493642862084 -0.6953695334275615 -1.362052566906896 -1.2933403761525923 -1.2217254821346888 1.3461114266441543 -1.3546611257627619 0.8701963756949952
1.0 0.7860380851147585 0.7935457447405598 0.5427052517612905 0.33228198787791247 0.2304182321602244 -0.4453221675216896 0.595772361627974 1.045568118993806
1.0 -1.1104196291255515 -0.2978327224472707 -1.3501666480664898 -1.2094737488869085 -1.1093774698915253 1.2982692130663889 -1.3650494430746698 0.5527448576546224
1.0 -1.098874964743752 -0.8245974223778033 -1.0023318637755212 -0.7735351973409574 -0.6493460185658857 0.9019633172343285 -1.0514317469396914 -0.0605110943430344
1.0 -0.23578471676532994 -0.251529231206899 0.6925924209326182 0.9852343139164952 1.0800971223391311 -0.847398212462954 0.5885932992289238 -1.16855493729851
1.0 0.9433403036434008 0.6271854629484986 -0.1838649587931062 -0.6604976728150103 -0.8455730625398571 0.4233633204664076 -0.034178208163868816 -0.4122986031583794
1.0 0.6600863270027977 0.673932886886364 1.2037252228784303 1.2277220366034465 1.1983437265291792 -1.2317706679469993 1.1712679402123227 -0.37697859172342213
1.0 -2.1082813251716552 -1.6706219616027824 -1.6655376413799505 -1.1574738401517182 -0.8998966130708506 1.435161655994142 -1.7862569019569057 2.021701459081115
